主管单位,报考单位,报考职位,计划招考人数,报考人数,审核通过人数,交费人数
永川区,永川区劳动人事仲裁院（参照）,综合管理,1,0,0,0
永川区,永川区城市管理综合行政执法支队（参照）,行政执法1,2,25,10,5
永川区,永川区城市管理综合行政执法支队（参照）,行政执法2,1,3,1,1
永川区,永川区城市管理综合行政执法支队（参照）,行政执法3,1,6,3,1
永川区,永川区城市管理综合行政执法支队（参照）,行政执法4,1,2,0,0
永川区,永川区城市管理综合行政执法支队（参照）,行政执法5,1,0,0,0
永川区,永川区道路运输事务中心（参照）,综合管理,1,4,4,1
永川区,永川区水利站（参照）,综合管理1,2,7,2,2
永川区,永川区水利站（参照）,综合管理2,1,1,0,0
永川区,永川区水利站（参照）,综合管理3,1,1,0,0
永川区,永川区农村经济指导站（参照）,综合管理,1,6,5,1
永川区,永川区社会经济调查队（参照）,综合管理,1,10,2,2
永川区,永川区医疗保障事务中心（参照）,综合管理1,1,11,4,1
永川区,永川区医疗保障事务中心（参照）,综合管理2,1,7,2,1
永川区,永川区医疗保障事务中心（参照）,综合管理3,1,18,2,0
永川区,永川高新区凤凰湖产业促进中心（参照）,综合管理1,4,61,28,12
永川区,永川高新区凤凰湖产业促进中心（参照）,综合管理2,2,16,7,3
永川区,永川高新区凤凰湖产业促进中心（参照）,综合管理3,1,2,1,0
永川区,永川高新区凤凰湖产业促进中心（参照）,综合管理4,1,3,0,0
永川区,永川区公安局,基层执法勤务职位1,6,50,26,11
永川区,永川区公安局,基层执法勤务职位2,4,4,2,0
永川区,永川区公安局,基层执法勤务职位3,3,1,1,0
永川区,永川区公安局,基层执法勤务职位4,5,10,3,0
永川区,永川区公安局,基层执法勤务职位5,5,19,8,2
永川区,永川区公安局,基层执法勤务职位（金融财会）,2,7,1,0
南川区,南川区乡镇机关,综合管理1,5,44,9,4
南川区,南川区乡镇机关,综合管理2,4,19,2,0
南川区,南川区大观镇人民政府,综合管理,1,8,3,2
南川区,南川区古花镇人民政府,综合管理,1,7,3,1
南川区,南川区河图镇人民政府,综合管理,1,11,7,1
南川区,南川区合溪镇人民政府,综合管理1,1,2,2,0
南川区,南川区合溪镇人民政府,综合管理2,1,7,2,0
南川区,南川区民主镇人民政府,综合管理,1,5,0,0
南川区,南川区木凉镇人民政府,经济发展,1,5,1,1
南川区,南川区南平镇人民政府,综合管理,1,6,1,0
南川区,南川区三泉镇人民政府,综合管理,1,6,4,0
南川区,南川区太平场镇人民政府,综合管理,1,2,1,0
南川区,南川区冷水关镇人民政府,综合管理1,1,9,3,0
南川区,南川区冷水关镇人民政府,综合管理2,1,13,2,0
南川区,南川区东城街道办事处,综合管理,1,4,0,0
南川区,南川区科技局,综合管理1,1,28,3,0
南川区,南川区科技局,综合管理2,1,13,7,1
南川区,南川区林业局,综合管理,1,11,1,0
南川区,南川区大数据应用发展管理局,综合管理,1,18,3,0
南川区,南川区金佛山管委会,综合管理,1,13,4,1
南川区,南川区法学会（参照）,法律服务1,1,1,0,0
南川区,南川区法学会（参照）,法律服务2,1,3,0,0
南川区,南川区党史和地方志研究室（参照）,综合管理,1,17,10,4
南川区,南川区能源和重点项目服务中心（参照）,项目管理1,1,14,0,0
南川区,南川区能源和重点项目服务中心（参照）,项目管理2,1,19,8,4
南川区,南川区就业和人才中心（参照）,综合管理,1,9,0,0
南川区,南川区就业和人才中心（参照）,信息建设1,1,6,2,2
南川区,南川区就业和人才中心（参照）,信息建设2,1,2,0,0
南川区,南川区行政服务中心（参照）,综合管理1,1,6,0,0
南川区,南川区行政服务中心（参照）,综合管理2,1,7,2,1
南川区,南川区医疗保障事务中心（参照）,综合管理1,1,3,0,0
南川区,南川区医疗保障事务中心（参照）,综合管理2,1,6,2,2
南川区,南川区国有资产事务中心（参照）,综合管理1,1,11,5,3
南川区,南川区国有资产事务中心（参照）,综合管理2,1,14,0,0
南川区,南川区国有资产事务中心（参照）,综合管理3,2,9,0,0
南川区,南川区婚姻收养登记中心（参照）,综合管理,1,8,3,1
南川区,南川区救助管理站（参照）,综合管理1,1,4,1,0
南川区,南川区救助管理站（参照）,综合管理2,1,2,0,0
南川区,南川区社会经济调查队（参照）,统计调查1,1,7,2,1
南川区,南川区社会经济调查队（参照）,统计调查2,1,6,2,1
南川区,南川区法律援助和矫正帮教中心（参照）,教育帮扶1,1,1,0,0
南川区,南川区法律援助和矫正帮教中心（参照）,教育帮扶2,1,0,0,0
南川区,南川区森林病虫防治中心（参照）,综合管理1,1,6,1,0
南川区,南川区森林病虫防治中心（参照）,综合管理2,1,6,2,0
南川区,南川区劳动人事争议仲裁院（参照）,综合管理1,1,1,1,0
南川区,南川区劳动人事争议仲裁院（参照）,综合管理2,1,0,0,0
南川区,南川区水利工程运行中心（参照）,综合管理1,1,8,1,1
南川区,南川区水利工程运行中心（参照）,综合管理2,1,3,0,0
南川区,南川区水土保持站（参照）,综合管理,1,4,1,0
南川区,南川区水利工程质量管理站（参照）,综合管理,1,17,3,1
南川区,南川区水利水电中心（参照）,综合管理,1,4,0,0
南川区,南川区生态环境保护综合行政执法支队（参照）,环境执法1,1,7,0,0
南川区,南川区生态环境保护综合行政执法支队（参照）,环境执法2,1,5,1,0
南川区,南川区应急管理综合行政执法支队（参照）,行政执法,1,1,0,0
南川区,南川区交通运输综合行政执法支队（参照）,行政执法1,1,277,137,47
南川区,南川区交通运输综合行政执法支队（参照）,行政执法2,2,23,14,3
南川区,南川区交通运输综合行政执法支队（参照）,行政执法3,2,7,4,3
南川区,南川区文化市场综合行政执法支队（参照）,行政执法,1,24,5,2
南川区,南川区城市管理综合行政执法支队（参照）,行政执法1,1,3,3,1
南川区,南川区城市管理综合行政执法支队（参照）,行政执法2,1,2,0,0
南川区,南川区城市管理综合行政执法支队（参照）,行政执法3,1,1,0,0
南川区,南川区城市管理综合行政执法支队（参照）,行政执法4,1,0,0,0
南川区,南川区公安局,基层警务技术1（物证检验及鉴定）,2,4,1,0
南川区,南川区公安局,基层警务技术2（法医）,1,2,2,0
南川区,南川区公安局,基层执法勤务1,1,6,1,0
南川区,南川区公安局,基层执法勤务2,1,3,3,0
南川区,南川区公安局,基层执法勤务3,1,10,5,2
南川区,南川区公安局,基层执法勤务4,2,6,4,1
南川区,南川区公安局,基层执法勤务5,2,2,1,0
綦江区,綦江区乡镇机关,综合管理1,2,5,0,0
綦江区,綦江区乡镇机关,综合管理2,3,14,5,2
綦江区,綦江区乡镇机关,综合管理3,3,51,15,12
綦江区,綦江区乡镇机关,综合管理4,3,23,11,4
綦江区,綦江区乡镇机关,综合管理5,2,21,7,2
綦江区,綦江区乡镇机关,综合管理6,2,9,4,2
綦江区,綦江区乡镇机关,综合管理7,2,36,12,4
綦江区,綦江区乡镇机关,基层治理1,3,26,14,6
綦江区,綦江区乡镇机关,基层治理2,3,11,6,4
綦江区,綦江区古南街道办事处,农业管理,1,5,2,0
綦江区,綦江区古南街道办事处,党务管理,1,2,1,1
綦江区,綦江区古南街道办事处,综合管理,1,14,5,1
綦江区,綦江区三江街道办事处,数字党建管理,1,2,1,1
綦江区,綦江区新盛街道办事处,农业管理,1,4,2,0
綦江区,綦江区纪委监委,纪检监察1,1,4,2,2
綦江区,綦江区纪委监委,纪检监察2,1,4,2,0
綦江区,綦江区科协（参照）,财务管理,1,6,2,1
綦江区,綦江区团委（参照）,综合管理,1,12,5,2
綦江区,綦江区发展改革委,综合管理,1,2,0,0
綦江区,綦江区教委,教育管理,1,7,4,1
綦江区,綦江区司法局,社区矫正管理,1,10,7,2
綦江区,綦江区交通运输委,交通运输管理,1,9,1,0
綦江区,綦江区最低生活保障事务中心（参照）,综合管理,1,3,0,0
綦江区,綦江区救助管理站（参照）,救助管理,1,12,3,2
綦江区,綦江区民政局婚姻登记处（参照）,综合管理,1,3,0,0
綦江区,綦江区财政国库集中支付中心（参照）,综合管理,1,3,1,0
綦江区,綦江区财政国库集中支付中心（参照）,数据分析,1,10,2,0
綦江区,綦江区财政国库集中支付中心（参照）,财务管理,1,3,2,1
綦江区,綦江区税费征收管理中心（参照）,党建,1,11,5,1
綦江区,綦江区税费征收管理中心（参照）,综合管理,1,4,1,1
綦江区,綦江区税费征收管理中心（参照）,财务信息化管理,1,3,0,0
綦江区,綦江区财政预算绩效管理中心（参照）,项目评审管理,1,10,6,3
綦江区,綦江区社会保险事务中心（参照）,综合管理,1,8,1,1
綦江区,綦江区劳动人事争议仲裁院（参照）,仲裁审理,1,2,0,0
綦江区,綦江区水文与水旱灾害防御中心（参照）,综合管理,1,3,0,0
綦江区,綦江区水文与水旱灾害防御中心（参照）,财务管理,1,4,3,3
綦江区,綦江区水文与水旱灾害防御中心（参照）,水利管理,1,4,1,0
綦江区,綦江区社会经济调查队（参照）,经济调查1,1,5,3,2
綦江区,綦江区社会经济调查队（参照）,经济调查2,1,4,2,1
綦江区,綦江区社会经济调查队（参照）,经济调查3,1,1,0,0
綦江区,綦江区生态环境保护综合行政执法支队（参照）,环境执法,1,3,1,1
綦江区,綦江区城市管理综合行政执法支队（参照）,党建,2,12,2,0
綦江区,綦江区城市管理综合行政执法支队（参照）,财务管理,1,5,2,2
綦江区,綦江区城市管理综合行政执法支队（参照）,行政执法1,1,4,1,0
綦江区,綦江区城市管理综合行政执法支队（参照）,行政执法2,1,10,4,1
綦江区,綦江区城市管理综合行政执法支队（参照）,行政执法3,1,2,2,1
綦江区,綦江区城市管理综合行政执法支队（参照）,行政执法4,1,3,1,0
綦江区,綦江区交通运输综合行政执法支队（参照）,交通执法1,2,20,7,3
綦江区,綦江区交通运输综合行政执法支队（参照）,交通执法2,1,5,3,1
綦江区,綦江区交通运输综合行政执法支队（参照）,交通执法3,1,1,1,1
綦江区,綦江区农业综合行政执法支队（参照）,农业执法1,1,1,0,0
綦江区,綦江区农业综合行政执法支队（参照）,农业执法2,1,2,1,0
綦江区,綦江区公安局,基层执法勤务1,1,2,0,0
綦江区,綦江区公安局,基层执法勤务2,1,0,0,0
綦江区,綦江区公安局,基层执法勤务3,2,3,3,0
綦江区,綦江区公安局,基层执法勤务4,1,4,2,0
綦江区,綦江区公安局,基层执法勤务5,1,1,0,0
綦江区,綦江区公安局,基层执法勤务6,2,9,4,1
綦江区,綦江区公安局,基层执法勤务7,1,0,0,0
綦江区,綦江区公安局,基层执法勤务8,1,5,2,1
綦江区,綦江区公安局,基层警务技术（法医）,1,4,2,2
大足区,大足区乡镇机关,综合管理1,3,35,26,11
大足区,大足区乡镇机关,综合管理2,3,24,12,5
大足区,大足区乡镇机关,综合管理3,3,15,12,6
大足区,大足区乡镇机关,综合管理4,3,42,32,13
大足区,大足区乡镇机关,综合管理5,6,25,6,1
大足区,大足区乡镇机关,综合管理6,6,25,8,3
大足区,大足区龙滩子街道办事处,综合管理,1,0,0,0
大足区,大足区通桥街道办事处,综合管理1,1,4,0,0
大足区,大足区通桥街道办事处,综合管理2,1,2,0,0
大足区,大足区纪委监委,纪检监察1,3,17,5,1
大足区,大足区纪委监委,纪检监察2,3,10,6,1
大足区,大足区委统战部,综合管理,1,11,2,1
大足区,大足区委社会工作部,综合管理,1,5,3,0
大足区,大足区工商联,综合管理,1,11,7,2
大足区,共青团大足区委（参照）,宣传教育,1,2,1,0
大足区,大足区妇联（参照）,妇女维权,1,6,0,0
大足区,大足区计划生育协会（参照）,综合管理,1,7,2,0
大足区,大足区发展改革委,综合管理,1,3,1,1
大足区,大足区经济信息委,综合管理,1,5,1,0
大足区,大足区住房城乡建委,住建执法,1,1,1,0
大足区,大足区商务委,商务管理1,1,36,12,4
大足区,大足区商务委,商务管理2,1,10,4,0
大足区,大足区卫生健康委,财务管理,1,12,7,0
大足区,大足区大数据发展局,数据管理,1,2,2,2
大足区,大足区招商投资局,综合管理,1,12,9,2
大足区,双桥经开区办公室,综合管理,1,8,1,0
大足区,双桥经开区投资促进局,综合管理,1,27,18,7
大足区,双桥经开区建设局,监督管理,1,6,4,1
大足区,大足区司法局,综合管理1,2,5,5,1
大足区,大足区司法局,综合管理2,2,4,3,1
大足区,大足区离退休干部活动中心（参照）,信息管理,1,8,7,1
大足区,大足区供销社（参照）,综合管理,1,9,8,5
大足区,大足区机关事务管理中心（参照）,综合管理1,1,1,1,0
大足区,大足区机关事务管理中心（参照）,综合管理2,1,3,1,1
大足区,大足区最低生活保障管理中心（参照）,综合管理,2,10,3,1
大足区,大足区婚姻登记所（参照）,综合管理,1,6,3,2
大足区,大足区救助管理站（参照）,综合管理,1,8,3,3
大足区,大足区财政收支管理中心（参照）,财务管理1,1,5,4,1
大足区,大足区财政收支管理中心（参照）,财务管理2,1,4,4,2
大足区,大足区财政收支管理中心（参照）,综合管理,1,7,5,2
大足区,双桥经开区财政集中支付中心（参照）,综合管理,1,6,2,0
大足区,大足区社会保险事务中心（参照）,综合管理,1,15,12,7
大足区,大足区就业和人才中心（参照）,综合管理1,1,9,7,4
大足区,大足区就业和人才中心（参照）,综合管理2,1,6,2,2
大足区,大足区就业和人才中心（参照）,综合管理3,1,4,3,1
大足区,大足区劳动人事争议仲裁院（参照）,争议仲裁,1,0,0,0
大足区,大足区畜牧渔业发展中心（参照）,综合管理,1,9,6,3
大足区,大足区军队离退休干部服务中心（参照）,综合管理,1,3,3,2
大足区,大足区社会经济调查队（参照）,社会经济调查1,2,11,11,3
大足区,大足区社会经济调查队（参照）,社会经济调查2,2,9,9,2
大足区,大足区医疗保障事务中心（参照）,基金监管,1,23,8,2
大足区,大足区医疗保障事务中心（参照）,医保执法,1,1,0,0
大足区,大足区种苗站（参照）,综合管理,1,5,2,0
