date,open,close,high,low,volume,amount
2025-04-14,10.352,10.332,10.442,10.322,785993.0,0
2025-04-15,10.322,10.352,10.372,10.302,722754.0,0
2025-04-16,10.332,10.402,10.412,10.312,842822.0,0
2025-04-17,10.352,10.462,10.482,10.332,823919.0,0
2025-04-18,10.442,10.582,10.592,10.432,727098.0,0
2025-04-21,10.402,10.422,10.532,10.372,1114184.0,0
2025-04-22,10.422,10.442,10.462,10.382,831129.0,0
2025-04-23,10.442,10.412,10.452,10.372,586383.0,0
2025-04-24,10.402,10.432,10.462,10.392,689256.0,0
2025-04-25,10.442,10.412,10.452,10.392,637547.0,0
2025-04-28,10.402,10.402,10.442,10.362,642018.0,0
2025-04-29,10.402,10.382,10.422,10.352,649045.0,0
2025-04-30,10.362,10.312,10.372,10.292,869835.0,0
2025-05-06,10.322,10.362,10.402,10.292,854671.0,0
2025-05-07,10.412,10.432,10.442,10.372,1126270.0,0
2025-05-08,10.402,10.482,10.482,10.392,1056614.0,0
2025-05-09,10.472,10.552,10.572,10.462,999897.0,0
2025-05-12,10.562,10.562,10.622,10.532,895605.0,0
2025-05-13,10.592,10.692,10.732,10.552,1261031.0,0
2025-05-14,10.692,10.832,10.872,10.652,1683514.0,0
2025-05-15,10.832,10.792,10.902,10.782,1035460.0,0
2025-05-16,10.772,10.782,10.832,10.712,914744.0,0
2025-05-19,10.802,10.772,10.872,10.762,831391.0,0
2025-05-20,10.802,10.792,10.872,10.772,643635.0,0
2025-05-21,10.802,10.882,10.992,10.792,1328278.0,0
2025-05-22,10.852,10.952,10.962,10.842,1002968.0,0
2025-05-23,10.952,10.862,11.002,10.832,962643.0,0
2025-05-26,10.842,10.822,10.902,10.802,699159.0,0
2025-05-27,10.852,10.892,10.942,10.822,801915.0,0
2025-05-28,10.902,10.932,10.952,10.842,658179.0,0
